pdb_id	n_protein_chains_ge128	min_msa_depth	median_msa_depth	max_msa_depth
9UOS	6	102	102	102
9ASY	6	102	102	102
8Z1H	2	102	102	102
9X7F	6	102	102	102
9ASV	6	102	102	102
9X7H	6	102	102	102
9WHE	3	102	102	102
9ASZ	6	102	102	102
9LV3	12	102	301	301
9MVQ	6	102	102	102
9H0F	6	102	102	102
9MVP	3	102	102	102
9XYZ	3	102	102	102
9D08	3	102	102	102
9AT1	6	102	102	102
9AT0	6	102	102	102
9X7G	6	102	102	102
9F3A	2	102	102	102
9VUU	8	102	102	102
9AT3	6	102	102	102
9EOX	14	103	103	103
9ARS	6	103	103	103
9SDM	6	103	103	103
9NWB	1	103	103	103
9ZNL	4	103	103	103
9BTT	1	103	103	103
7I1F	10	103	103	103
9N9B	3	103	103	103
9EXU	6	103	103	103
9GF7	1	103	103	103
9RIY	2	103	103	103
9EL4	6	103	103	103
9RHX	6	103	103	103
9RIZ	2	103	103	103
9EET	3	103	103	103
9EOR	10	103	103	103
9PYS	1	103	103	103
9BPF	6	103	103	103
9F2X	2	103	103	103
9RI1	6	103	103	103
9N99	6	103	103	103
9BST	1	103	103	103
9GHN	6	103	103	103
9UOQ	3	103	103	103
9CEK	6	103	103	103
9BC0	1	103	103	103
9O6F	6	103	103	103
9N9T	2	103	103	103
8VSG	2	103	103	103
9BO8	3	103	103	103
9BBS	1	103	103	103
8Z46	1	103	103	103
8RJV	3	103	103	103
9OJG	1	103	103	103
9BQT	1	103	103	103
9RHT	6	103	103	103
9BQQ	1	103	103	103
7I1C	10	103	103	103
9O6P	6	103	103	103
7HUE	4	103	103	103
9BNV	3	103	103	103
9RID	2	103	103	103
9XYX	3	103	103	103
9AUK	6	103	103	103
9OCK	3	103	103	103
9BQF	1	103	103	103
9ELV	6	103	103	103
7I1H	10	103	103	103
9H4B	1	103	103	103
9N6F	3	103	103	103
9BS7	1	103	103	103
9BTF	1	103	103	103
9Q7S	3	103	103	103
9CED	1	103	103	103
9NZ4	6	103	8845	9459
9BSR	1	103	103	103
7I1A	10	103	103	103
9XYM	3	103	103	103
9N5Q	3	103	103	103
9BBR	1	103	103	103
9Z74	3	103	103	103
9BQL	1	103	103	103
9BBW	1	103	103	103
9DDG	1	103	103	103
9CMS	6	103	103	103
9BBV	1	103	103	103
9BVW	1	103	103	103
9OJT	2	103	103	103
9GMQ	2	103	103	103
9BO5	6	103	103	103
9CF9	2	103	103	103
9VUW	4	103	103	103
9FQA	3	103	103	103
9RJ5	3	103	103	103
9BSG	1	103	103	103
9N17	1	103	103	103
9EZ6	6	103	103	103
9BSA	1	103	103	103
9BVZ	1	103	103	103
9FQ9	3	103	103	103
9GV2	6	103	103	103
9CEC	1	103	103	103
7I1G	10	103	103	103
9F2V	2	103	103	103
9CFB	6	103	103	103
9CMN	3	103	103	103
9AUL	1	103	103	103
9BO9	6	103	103	103
8RI4	3	103	103	103
9BQY	1	103	103	103
9OIX	3	103	103	103
9AUM	3	103	103	103
9PJG	6	103	103	103
7I15	10	103	103	103
9GIL	6	103	103	103
8Y7U	3	103	103	103
9BBX	1	103	103	103
9AUJ	3	103	103	103
9BSO	1	103	103	103
7I1D	10	103	103	103
8Y42	4	103	103	103
7I19	10	103	103	103
9MDQ	3	103	103	103
9HDN	12	103	103	103
9HAJ	6	103	103	103
9BSI	1	103	103	103
8W1U	2	103	103	103
9E8R	3	103	103	103
9RJ8	6	103	103	103
8Y7T	1	103	103	103
9BBY	1	103	103	103
9N18	3	103	103	103
9EYA	3	103	103	103
9XZ6	3	103	103	103
9RHS	2	103	103	103
7HUC	4	103	103	103
9RI0	6	103	103	103
9BBP	1	103	103	103
9BR1	1	103	103	103
9ARQ	1	103	103	103
9PYT	1	103	103	103
8ZBP	3	103	103	103
9BQP	1	103	103	103
9N6R	3	103	103	103
9BR0	1	103	103	103
9FHQ	2	103	103	103
8Y44	2	103	103	103
9HJH	6	103	103	103
9EEV	1	103	103	103
9RJ3	6	103	103	103
9PFH	6	103	103	103
9BVX	1	103	103	103
9BBQ	1	103	103	103
9BQG	1	103	103	103
9NNW	3	103	103	103
9NSL	3	103	103	103
9BO4	6	103	103	103
9BNT	3	103	103	103
9LGQ	3	103	103	103
9HC1	6	103	103	103
7I18	10	103	103	103
9BSF	1	103	103	103
9BS8	1	103	103	103
9NZ3	6	103	8845	9459
9BTE	1	103	103	103
9BQN	1	103	103	103
9NWA	3	103	103	103
7I16	10	103	103	103
9GLV	6	103	103	103
8Z94	3	103	103	103
7I1J	10	103	103	103
7I1E	10	103	103	103
9C8Q	3	103	103	103
9NNG	3	103	103	103
9C80	6	103	103	103
9GHO	3	103	103	103
9EZ4	6	103	103	103
9FX7	6	103	103	103
9PBC	3	103	103	103
9O6E	8	103	103	103
9HDJ	6	103	103	103
9O6D	6	103	103	103
9BQO	1	103	103	103
9NSK	3	103	103	103
9OPN	6	103	103	103
9HBQ	3	103	103	103
9RJ0	2	103	103	103
9BBU	2	103	103	103
9OPM	8	103	103	103
7I1I	10	103	103	103
9CDK	3	103	103	103
9RI4	6	103	103	103
9BBT	1	103	103	103
9EEI	3	103	103	103
9BQZ	1	103	103	103
9RI8	2	103	103	103
9N16	3	103	103	103
9BBZ	2	103	103	103
9EO6	18	103	103	103
7I13	10	103	103	103
9RJR	6	103	103	103
9HDC	3	103	103	103
9E7S	3	103	103	103
9BQM	1	103	103	103
9GIJ	3	103	103	103
8VD7	1	103	103	103
9DDF	1	103	103	103
9AVQ	1	103	103	103
8RJY	3	103	103	103
8YSA	3	103	103	103
9BSE	1	103	103	103
9BO1	6	103	103	103
9N19	1	103	103	103
9G0I	6	103	103	103
8YWZ	2	103	103	103
9J8T	1	103	103	103
9O6Q	6	103	103	103
9BSQ	1	103	103	103
9HFX	3	103	103	103
9LIF	1	103	103	103
9NU6	6	103	103	103
9OIZ	1	103	103	103
9BSP	1	103	103	103
9IK2	3	103	103	103
9NWC	2	103	103	103
9EX8	3	103	103	103
9BC1	6	103	103	103
8YLS	1	103	103	103
7I14	10	103	103	103
9AUN	2	103	103	103
9BNZ	1	103	103	103
9BO3	3	103	103	103
9BTK	1	103	103	103
9HFY	6	103	103	103
9GI6	6	103	103	103
9G0H	6	103	103	103
9E7B	3	103	103	103
9RJF	2	103	103	103
9MLJ	4	103	103	103
9J8U	3	103	103	103
9RJ7	6	103	103	103
9RIX	6	103	103	103
9RI3	2	103	103	103
9RI5	2	103	103	103
9ZO3	3	103	103	103
9IR9	1	103	103	103
9JJ7	3	103	103	103
8RJZ	6	103	103	103
9PFI	6	103	103	103
9IZB	1	103	103	103
7I17	10	103	103	103
9BNU	3	103	103	103
9HD8	3	103	103	103
9BO0	2	103	103	103
7HUD	4	103	103	103
8Y4F	2	103	103	103
9HAK	6	103	103	103
9BOE	6	103	103	103
8VDJ	6	103	103	103
9O74	6	103	103	103
9CJV	3	103	103	103
9FX6	6	103	103	103
8W1T	6	103	103	103
9BOA	3	103	103	103
9BTR	1	103	103	103
9LLL	3	103	103	103
9BNX	2	104	104	104
9BNW	3	104	104	104
9JZ0	54	104	2080	5124
9MVK	12	104	104	104
9AUO	2	104	104	104
9CJP	6	104	104	104
8YKQ	1	104	104	104
9K2O	8	104	104	104
9X7I	8	104	104	104
9MEI	6	104	104	104
8YKJ	2	104	104	104
9JYZ	48	104	2080	5124
9MW4	3	104	104	104
8Y4E	2	104	104	104
9BO6	3	104	104	104
8XWR	1	104	104	104
9BOD	3	104	104	104
9CDL	3	104	104	104
9M6U	2	104	104	104
9BO7	3	104	104	104
9BO2	3	104	104	104
9X7E	8	104	104	104
9C7W	12	104	104	104
8YKM	2	104	104	104
9CJO	1	104	104	104
9BOC	3	104	104	104
9N9V	6	104	104	104
9BNY	3	104	104	104
9CJQ	8	104	104	104
8YKP	1	104	104	104
8YRH	2	104	104	104
9VUX	6	104	104	104
9LV1	6	104	292	292
9CDM	1	104	104	104
8Y4G	2	104	104	104
8Y4H	2	104	104	104
9M6V	2	104	104	104
8Y4D	2	104	104	104
9PW4	5	104	8939	9644
9IR8	4	104	104	104
9CMU	3	104	104	104
9UOP	12	104	104	104
9M2V	3	104	104	104
9CMJ	1	104	104	104
9LUG	2	104	104	104
8ZCC	2	104	104	104
9BOB	3	104	104	104
9M6T	2	104	104	104
8YKK	1	104	104	104
9CJT	3	104	104	104
9PQG	12	104	104	104
8XWT	1	104	104	104
9N3M	3	104	104	104
9M6R	2	104	104	104
8YKO	2	104	104	104
9MVL	3	104	104	104
9EWO	1	105	105	105
9LUF	2	105	105	105
9XQD	23	105	118	356
9INM	4	105	105	105
9N6N	3	105	105	105
9L7N	2	105	105	105
9BJL	4	105	105	105
9N6J	3	105	105	105
9LVR	6	105	105	105
9OO1	6	105	318	318
9N6P	3	105	105	105
9ONZ	6	105	312	312
9EPM	1	105	105	105
9PAA	6	105	105	105
9EWN	1	105	105	105
9MBV	6	105	105	105
9N6M	3	105	105	105
8ZHP	30	105	9866	10024
8ZHO	5	105	9866	10024
9EUR	1	105	105	105
9EWM	1	105	105	105
9EPL	3	105	105	105
8VUE	12	105	8060	10100
9N6L	1	105	105	105
9I59	6	105	8689	10427
9PA9	3	106	106	106
9N98	6	106	106	106
8YA5	1	106	106	106
8YKA	27	106	6102	6102
8YKL	2	106	106	106
9Y8X	3	106	106	106
8ZUC	6	106	106	106
9KSK	6	106	106	106
9KSJ	3	106	106	106
9PAE	12	106	106	106
9MA3	1	106	106	106
9L13	1	106	106	106
9MVM	3	106	106	106
8ZUB	6	106	106	106
9EUS	2	106	106	106
8Z4T	5	106	106	22662
9LV2	6	106	292	292
9M9N	1	106	106	106
9M6S	2	106	106	106
9IPP	2	106	106	106
8VQX	3	106	106	106
9M9R	1	106	106	106
9CU7	6	106	303	303
9MA6	2	106	106	106
9CJR	6	107	107	107
9INL	2	107	107	107
8YWY	1	107	107	107
9DTZ	2	107	107	107
9PHT	2	107	303	303
9IZN	2	107	2818	2818
8W2E	18	107	8845	9459
9CJS	1	107	107	107
9DU3	1	107	107	107
9U96	2	107	107	107
8YKN	1	107	107	107
9DU2	6	107	107	107
9CYH	12	107	8729	9557
9DU4	2	107	107	107
9ATD	3	108	108	108
9ATJ	4	108	108	108
9UEB	3	108	108	108
9ATH	6	108	108	108
9CTW	6	108	8866	8965
9ATS	3	108	108	108
9CTU	6	108	8867	8934
9ATA	6	108	108	108
9ATG	3	108	108	108
9QQN	4	108	9103	9288
9ATI	3	108	108	108
9ATT	6	108	108	108
9ATF	3	108	108	108
9ATE	6	108	108	108
8ZAE	2	109	109	109
9N12	3	109	109	109
9N15	1	109	109	109
8ZAD	3	109	109	109
8VIA	12	109	9151	9527
9BTD	3	110	110	110
8ZAG	1	110	110	110
8RUY	30	110	4267	33089
9IRA	2	110	110	110
8ZAF	3	110	110	110
9N14	3	110	110	110
8ZY2	3	110	110	110
9N13	1	110	110	110
9BTA	1	110	110	110
9BT1	3	110	110	110
8ZAC	6	110	110	110
9BT2	1	110	110	110
9BSZ	3	110	110	110
9JBQ	3	110	8106	9848
9BSY	3	110	110	110
9BSW	3	110	110	110
9BT0	3	110	110	110
9BT9	1	110	110	110
9BSX	3	110	110	110
9UOR	2	110	110	110
9BTB	1	110	110	110
8S2P	2	110	110	110
9MTK	9	111	293	24419
9DRQ	1	111	111	111
9DIO	18	111	314	314
9GXG	9	111	111	111
9DIP	6	111	305	305
9DS1	4	111	8397	10025
9GXE	3	111	111	111
9PHQ	2	111	305	305
8RV3	2	111	111	111
9N5Z	6	111	286	286
9L2K	3	111	8523	9990
9DS2	6	111	314	314
9MTL	9	111	293	27797
8W3P	3	111	111	111
9E55	2	111	283	283
9DRU	4	111	8540	9685
9DIQ	12	111	305	305
9NZ5	18	111	8845	9459
9PHS	18	111	305	305
9PHD	6	111	305	305
9ZE4	16	111	222	2418
9MTG	6	111	293	293
9DXX	6	111	294	294
9MTM	9	111	293	27633
8Y1C	3	112	112	112
8Y1D	5	112	112	2853
8Y1E	6	112	2853	2853
9PAD	6	112	112	112
9UB6	1	112	112	112
8Y1A	3	112	112	112
8Y19	3	112	112	112
8Y1B	3	112	112	112
8Y1F	3	112	112	112
8Y1G	3	112	112	112
8Y1H	3	112	112	112
8XK5	15	113	8287	9346
8ZYK	12	113	320	320
9VDY	6	113	8855	9503
8XK6	3	113	8909	9440
9L9T	2	113	113	113
9C0X	2	113	295	295
9VE0	3	113	8867	9503
9CPB	393	113	4425	34810
8W3G	3	113	113	113
8XK8	6	113	8729	9508
9VDZ	6	113	8849	9503
9CD6	31	114	4505	36408
9BUH	49	114	6365	41668
9BWD	31	114	4505	36408
9FM0	18	114	8209	9947
9CDN	43	114	6365	41668
9DBX	6	114	299	299
9CE2	49	114	6347	41668
9BXV	43	114	6365	41668
9O5W	6	115	370	370
8YDK	9	115	115	115
9JS6	6	115	165	165
8XNH	9	115	22614	25920
9LOF	3	116	8323	8688
9MKN	15	116	9482	9998
9EPC	63	116	4970	38077
8W3H	3	116	116	116
9LOG	3	116	9547	9891
8XLV	3	116	116	116
9NRU	6	116	308	308
8W3R	6	116	4507	4507
8XKV	11	116	2968	15239
9NRR	6	116	308	308
9NRS	6	116	308	308
8W3J	1	116	116	116
9OS5	6	116	116	116
9LOE	3	116	9825	9851
9NRT	6	116	308	308
8RVN	5	116	116	11208
8W3L	3	116	116	116
8XKU	11	116	2968	15239
9NRV	6	116	308	308
8XNF	12	116	116	25419
9UEV	1	116	116	116
9OTW	2	117	117	117
9OUC	2	117	117	117
9UBW	24	117	3706	23328
9UBX	36	117	3706	23328
8XEA	3	117	117	117
8W3O	3	117	117	117
9OUG	2	117	117	117
9NR5	6	117	299	299
9CWQ	1	117	117	117
8XZV	57	117	9526	38559
8V62	3	117	117	117
9NR2	6	117	294	294
8VYM	11	117	9573	9695
9DD7	3	118	118	118
9O8Q	6	118	335	335
9DD6	9	118	9197	9473
9UAA	9	118	118	118
9COF	3	118	118	118
9EFG	4	118	118	118
9DDB	3	118	118	118
9COE	3	118	118	118
9DDA	3	118	118	118
9DD9	3	118	118	118
9DPC	4	118	118	118
9O8S	9	118	335	24403
9EI9	6	118	326	326
9IH8	3	118	118	118
9COG	3	118	118	118
9Q9N	3	118	118	118
9B7H	6	118	334	334
8VYN	15	118	9573	9695
9DD8	9	118	8743	9359
9DDC	3	118	118	118
9Q9L	3	118	118	118
9M7X	3	118	118	118
9Q9S	3	118	118	118
9MVU	6	119	16779	16779
9NRB	6	119	303	303
9DOG	144	119	163	163
9MW5	6	119	15826	15826
9F8F	4	119	10357	10357
9ZRU	6	119	323	323
9DOF	6	119	163	163
9LWO	3	119	10814	27184
8W3K	3	119	119	119
9AT8	4	119	4460	8391
9UA9	9	119	119	119
9XGO	2	119	304	304
9ELG	2	120	308	308
9JQU	3	120	9083	9420
9CIN	3	120	120	120
9IVJ	2	120	30417	30417
8YXI	3	120	9128	9774
9JMI	3	120	120	120
9JMN	3	120	120	120
8RGZ	9	120	4777	8881
8W3Q	1	120	120	120
9B9E	3	120	120	120
9B7I	12	120	329	329
8RH0	9	120	4925	9498
8YE3	3	120	120	120
8ZHQ	5	120	9771	9874
9JQV	12	120	8343	9668
9N7S	6	120	298	298
9LNG	9	120	8494	10180
8YB5	4	121	184	184
9BU8	6	121	332	332
8YB7	8	121	184	184
9B2X	9	121	121	121
9JME	3	121	4626	8797
9CSH	2	121	121	121
9BU6	9	121	332	24238
8YAX	4	121	184	184
8Z9Y	5	122	256	2424
9MQ8	6	122	304	304
9MQD	6	122	304	304
9EI8	6	122	327	327
9MQA	6	122	304	304
9MQ9	6	122	304	304
9MQ7	6	122	304	304
9LU3	6	122	8315	9839
9DCT	4	123	123	123
9JMR	3	123	4626	8797
9QD0	2	123	123	123
8W3F	3	123	123	123
9PDY	3	123	123	123
8RH1	9	123	4777	8881
9O8T	9	123	309	24403
9O8R	6	123	309	309
8RH2	9	123	4925	9498
9EVN	3	124	124	124
8XN9	9	124	9629	9821
8W3E	3	124	124	124
8W3I	3	124	124	124
9B2Z	2	124	19900	19900
9PDX	1	124	124	124
9JMB	3	124	4626	8797
8VQM	2	125	295	295
9N7V	6	125	309	309
8VB2	20	125	693	6637
8VQL	2	125	299	299
8XC4	6	125	8668	9522
8VQN	2	125	295	295
9LEO	5	125	9759	10038
9N7Q	6	125	309	309
8VQQ	2	125	311	311
9DCR	6	125	125	125
9J5L	6	125	8518	9723
9ORE	3	125	125	125
9DM0	6	126	290	290
8W3N	3	126	126	126
9V0P	3	126	126	126
8VF1	2	126	126	126
9DX6	3	126	8609	9441
9V0Q	3	126	126	126
8RYT	48	126	126	126
9MQN	6	126	126	126
9MQ1	6	126	301	301
9V0S	3	126	126	126
8VT3	3	126	126	126
9MNH	3	126	126	126
9UTM	2	126	126	126
9MQ3	6	126	301	301
9V0N	3	126	126	126
9N7T	6	126	301	301
9V2O	1	126	126	126
9MQ2	18	126	301	301
9V2R	3	126	126	126
9V2Q	2	126	126	126
9LUE	1	127	127	127
8ZQ7	6	127	127	127
8ZPY	6	127	127	127
8ZQ6	6	127	127	127
9DVD	2	127	2254	2254
8REK	3	128	8877	9670
9GRX	30	128	9415	32764
8ZDV	6	128	291	291
8ZDW	12	128	9023	9771
9BJM	1	128	128	128
8VT2	3	128	128	128
9MNO	12	128	128	128
9CAF	2	128	1467	1467
9MTF	6	129	299	299
9BJH	6	129	9469	9676
9NEK	1	129	129	129
9MTH	9	129	307	21739
9EVO	4	129	129	129
9LWV	4	129	129	129
9BJG	3	129	8529	8896
9LLY	6	129	28965	28965
9OI2	8	129	307	20112
9MTJ	6	129	307	307
9OI3	9	129	307	22599
8VWP	4	130	130	130
9EA0	3	130	130	130
9IXV	9	130	8326	10127
8YGU	3	130	130	180
8ZYM	3	130	130	130
9D1U	3	130	130	130
9D2M	3	130	130	130
9EH8	3	130	130	130
9NH7	8	131	305	21267
9QD1	2	131	131	131
9CB1	9	131	8293	10119
9B2M	12	132	9368	9750
9CJZ	6	132	299	299
9CJY	6	132	299	299
10ID	3	132	132	132
9C1I	2	132	132	132
9IHS	6	133	133	133
8YRD	6	133	5408	18943
9SOB	65	133	1884	53384
9L2I	6	133	5408	18943
9EHU	1	133	133	133
9JG6	48	133	4273	7888
8XIW	7	133	5408	18943
9V0T	1	134	134	134
9C2H	4	134	3610	3610
9F5L	4	135	135	135
9EXB	4	135	135	135
8YBF	2	135	135	135
8XQ3	4	136	136	136
9R1R	3	136	136	136
9WDP	9	136	8490	9665
9HH6	6	136	160	160
9LM5	6	136	20387	20387
8XPS	1	136	136	136
9LM6	6	136	18041	18041
9HQO	3	137	137	137
8YE0	8	137	137	137
9JDI	2	138	804	804
9R1Q	3	138	138	138
9U74	9	138	138	138
9B3E	2	139	139	139
9MPT	2	139	5422	5422
9MPR	9	139	5422	5422
9MQ6	3	139	5239	5239
9DIL	3	139	5239	5239
8ZBA	4	139	139	139
8ZB9	2	139	139	139
9MPS	4	139	5422	5422
9MPV	9	139	5422	5422
9KCI	3	140	2201	28272
9KCG	3	140	2201	28272
8ZFV	12	140	140	140
9BTO	6	140	302	302
9KCJ	3	140	2201	28208
9F83	4	141	141	141
9DZQ	10	141	9705	10276
9B2W	6	141	8741	10303
9BLK	3	142	142	142
9GE3	4	142	6231	45547
9GE2	4	142	6231	45547
9LKI	4	143	143	143
9JMG	3	143	143	143
8XPY	1	144	144	144
9F7A	1	145	145	145
9QWI	1	145	145	145
9FBG	18	145	145	145
9EWH	4	145	145	145
9EZB	4	145	145	145
9DB1	1	146	146	146
8XY4	3	146	146	146
9EVY	4	147	147	147
9DBZ	3	147	147	147
9DB3	3	147	147	147
9DBE	1	147	147	147
9F7C	1	147	147	147
9CM9	4	150	150	2052
9CMO	4	150	150	5902
9CLI	4	150	150	2052
9IW0	3	150	150	150
9CLN	4	150	150	5902
9CLS	4	151	151	5902
9CM2	4	151	151	2052
9LNA	3	151	151	151
9KN1	1	151	151	151
9UE3	1	151	151	151
9XPG	4	152	152	152
9MR1	1	153	153	153
9MR2	1	153	153	153
8V5V	3	154	154	154
8XY1	14	156	156	156
9KKM	2	156	156	156
8XY2	8	156	156	156
8VAO	3	156	156	156
9NXY	3	157	157	157
8XY3	4	157	157	157
9NQZ	3	158	158	158
9F5J	2	159	159	159
8Z4O	3	159	159	159
9D84	2	159	509	509
9MRY	6	160	160	160
9MRU	6	160	160	160
9MRW	2	160	160	160
8Y3G	3	162	162	162
8Y3J	3	162	162	162
8Y3H	6	162	30901	30901
8VCV	6	162	8794	8794
9CJ8	6	162	8794	8794
8Y3I	3	162	162	162
8Y3K	6	162	30901	30901
8VE8	6	162	8794	8794
9CJ7	8	162	7308	9753
9CK7	6	162	7308	7308
8Y3L	3	162	162	162
9CK8	6	162	7308	7308
8Y9C	1	166	166	166
8VQA	3	166	166	166
9BTQ	1	166	166	166
9HBP	4	166	166	166
9JS7	3	167	167	167
9CP0	4	167	167	167
9MPW	3	168	9110	9513
8VCR	9	168	8289	9434
8VQB	3	168	168	168
9ETT	20	168	168	168
9FOJ	3	169	169	169
8VQ9	3	169	169	169
9J6K	2	169	3305	3305
9PM6	6	169	9272	10007
8ZES	10	170	13614	13614
9LBW	4	170	4188	9013
9FGR	2	171	5144	5144
9FGS	2	171	5068	5068
9BNG	6	171	3519	3519
9C44	3	171	171	171
9BND	24	171	14942	14942
9ECZ	3	171	9752	9861
9BNF	6	171	5866	5866
9C45	1	171	171	171
9BJ2	3	171	9554	9577
9BNE	6	171	11973	11973
9BJ4	9	171	9624	10148
8ZC3	9	172	9452	10003
9H28	3	172	172	172
8Y9B	1	172	172	172
8ZC0	9	172	9452	10003
8ZBZ	9	172	9452	10003
9FK0	3	172	172	172
8ZC2	18	172	9452	10003
9MF4	1	172	172	172
9K6Z	3	172	172	172
8XI6	9	172	9862	9940
8ZC4	9	172	9452	10003
8ZC6	18	172	9452	10003
9CAS	3	173	173	173
9B6X	3	173	173	173
9BJ3	9	173	9461	9492
9RDT	3	173	173	173
8YZC	6	173	2963	2963
8YZB	6	173	2963	2963
8ZY1	3	173	173	173
8ZHE	9	174	9391	9700
9K75	3	174	174	174
8ZHL	11	174	9866	10024
8ZHJ	18	174	9763	9932
8ZHF	18	174	9391	9700
9AYX	3	174	174	174
9FR4	4	174	12749	12749
9AYW	3	174	174	174
8ZHH	7	174	9763	9932
8ZHM	15	174	9866	10024
8ZHK	18	174	9763	9932
8ZHI	9	174	9763	9932
9FR3	12	174	12749	12749
9RM2	45	174	8370	9726
9H6U	3	174	9499	9531
8ZY4	3	174	174	174
9CXE	3	174	174	174
8ZHG	2	174	38383	38383
8XM5	3	174	174	174
8ZHN	15	174	9866	10024
9AYY	3	174	174	174
8ZHD	7	174	9391	9700
8XUY	5	175	175	24159
9CA9	10	175	6879	17882
9CO9	4	175	11261	11261
9KFJ	4	175	6285	47641
8Z6R	9	175	4497	9722
8XUZ	12	175	175	24159
8Y18	6	175	25419	25419
9IU1	2	175	24159	24159
9KFI	4	175	6287	47641
8Z6S	9	175	4497	9722
8XYH	3	175	175	175
8YZD	2	175	2963	2963
8Z6Q	18	175	4497	9722
8XV1	2	175	24159	24159
8XVM	2	175	24159	24159
8YDX	3	175	175	175
8Y16	18	175	25419	25419
8Y5J	3	175	175	175
8XYO	6	175	25419	25419
8XUX	3	175	175	175
9PL9	2	175	175	175
8XV0	2	175	24159	24159
8Z6T	3	175	4497	9722
8YZE	6	175	2963	2963
9CO8	6	175	11261	11261
8XYM	3	175	175	175
9B6Y	3	175	175	175
9L05	3	176	4797	9951
9KT3	9	176	9546	10438
8ZY7	3	176	176	176
9KZE	3	176	2036	9775
8YKH	2	176	5393	5393
9DHY	3	176	176	176
9OD2	2	176	176	176
8YZ6	3	176	176	176
9CCI	3	176	8742	10104
9L15	9	176	5115	9951
9BLL	2	176	28703	28703
9L2L	18	176	4797	9951
9CCJ	3	176	9431	9710
8YDZ	3	176	176	176
9KZD	3	176	4563	8725
9ML5	7	176	8422	10046
9ML6	9	176	8436	9735
9ML7	5	176	176	9603
9KZZ	9	176	4563	8725
8YDY	3	176	176	176
8Z6X	3	176	4497	9546
8Z6W	9	176	9546	10438
8Z6U	18	176	9546	10438
9CO6	6	176	11261	11261
8YKG	5	176	176	5393
9ML4	9	176	8882	10008
9L07	3	176	5115	9951
8YRO	3	177	177	177
8YRP	3	177	177	177
9ATR	6	177	11217	11217
9LS3	9	177	8905	9585
9RPL	6	177	177	177
9CO7	4	177	11261	11261
9UEL	1	177	177	177
8XKI	3	177	177	177
9ATQ	3	177	177	177
9ATP	6	177	19673	19673
9B6W	3	177	177	177
8YZ5	3	177	177	177
9B6V	3	177	177	177
9ATO	6	177	19673	19673
8ZY0	3	177	177	177
8Z6A	6	178	19844	19844
9UXE	9	178	8078	9669
9UXD	9	178	8078	9669
8Z7G	3	178	178	178
8YGS	3	178	180	180
9M3F	2	178	25810	25810
8Z7B	3	178	178	19844
8YGR	3	178	180	180
8Z4X	5	178	178	19844
9GDX	3	178	178	178
8YGT	2	178	178	178
8Z3W	4	178	178	19844
9H6H	6	178	178	178
8Z7L	3	178	178	178
8Z7P	6	178	19844	19844
8Z64	3	178	178	19844
8ZMP	3	179	179	179
9W76	3	179	179	179
8VKK	3	179	179	179
8XUR	3	179	179	179
8VKO	6	179	24973	24973
8XLN	2	179	24159	24159
8XLM	4	179	179	24159
8XUU	1	179	179	179
9ELM	3	179	179	179
8ZBY	9	179	9452	10003
8VPF	9	179	9766	9969
8VKL	5	179	179	26136
9VG7	3	179	179	179
9CM5	1	179	179	179
8VKM	4	179	179	26136
8XZ8	4	179	179	25955
8XSD	3	179	179	179
9F9Y	3	179	179	179
9LOY	3	179	179	179
8XZA	2	179	25955	25955
9UE7	6	179	19844	19844
9NFU	2	179	4992	4992
8Y4C	3	179	179	179
8XUS	3	179	179	179
8Y4A	3	179	179	179
9B6U	3	179	179	179
9FGT	2	179	5099	5099
9W75	3	179	179	179
9FGU	2	179	5144	5144
9J6G	3	179	179	179
9JS4	3	180	9032	9213
8VYG	1	180	180	180
8XMG	3	180	180	180
8VYF	1	180	180	180
9B40	19	180	10655	10655
8XNK	12	180	180	25419
8XMT	3	180	180	180
9UG3	4	180	180	13863
8VYE	3	180	180	180
8XN5	12	180	180	25419
9CB0	3	180	180	180
8VIF	2	180	26875	26875
8VKE	6	180	9745	9993
8ZY5	3	180	180	180
9B0Y	3	181	181	181
9CT2	3	181	181	181
8ZY6	3	181	181	181
9T38	12	181	2925	17045
9CSS	3	181	181	181
9ELK	3	181	181	181
8YWX	3	181	4303	8429
9ELN	3	181	181	181
9ELO	3	181	181	181
9J5U	3	181	181	181
9CVH	3	181	181	181
9B2V	3	181	181	181
9ELJ	3	181	181	181
8YWW	8	182	8535	9658
8XZ9	5	182	182	26058
9MI3	9	182	9752	9861
9LP0	3	183	183	183
8ZY3	3	183	183	183
8YDW	1	183	183	183
9ELQ	3	183	183	183
9ELF	5	183	183	25419
9H6G	2	183	183	183
9H6F	6	183	183	183
9ELP	3	183	183	183
9ELI	3	183	183	183
8RZ2	3	184	9606	9874
9ELL	3	184	184	184
9E41	3	184	184	184
9EXD	6	185	185	185
9DAZ	4	186	12684	12684
9DVA	8	187	19527	19527
9FLA	1	188	188	188
9ARV	11	188	2576	2576
9UEP	2	188	10690	10690
8RK3	45	188	1076	5577
8RK4	1	188	188	188
9DZD	3	189	189	189
8Z27	2	189	10609	10609
8YZI	4	190	10574	10574
9DZC	6	191	191	191
8VBB	3	192	4759	8364
9BOF	24	192	8907	10045
8VBA	3	192	4500	8632
9OT1	19	193	23851	23851
9OFQ	5	194	194	9308
9EDQ	6	194	194	194
9OFP	7	194	8970	9308
9OFO	9	194	8970	9308
9OLU	8	194	194	194
8VRU	2	197	197	197
8VRV	6	197	197	197
